2022-07-28 14:27:39.775648	19.504775285720825	(52715.0, 35.923975, 139.913615, 12.9, 39.2)	1	20.158203125	24.375	/home/cansat2022/CANSAT2022/photo_paradete/paradete0033.jpg	
2022-07-28 14:27:39.775648	19.504775285720825	(52715.0, 35.923975, 139.913615, 12.9, 39.2)	1	20.158203125	24.375	/home/cansat2022/CANSAT2022/photo_paradete/paradete0033.jpg	
2022-07-28 14:27:42.105438	21.834562301635742	(52734.0, 35.923975, 139.913615, 12.9, 39.2)	1	12.41796875	-55.625	/home/cansat2022/CANSAT2022/photo_paradete/paradete0034.jpg	
2022-07-28 14:27:42.105438	21.834562301635742	(52734.0, 35.923975, 139.913615, 12.9, 39.2)	1	12.41796875	-55.625	/home/cansat2022/CANSAT2022/photo_paradete/paradete0034.jpg	
2022-07-28 14:27:45.445437	25.17456316947937	(52740.0, 35.923975, 139.913615, 12.9, 39.2)	1	18.599609375	-33.75	/home/cansat2022/CANSAT2022/photo_paradete/paradete0035.jpg	
2022-07-28 14:27:45.445437	25.17456316947937	(52740.0, 35.923975, 139.913615, 12.9, 39.2)	1	18.599609375	-33.75	/home/cansat2022/CANSAT2022/photo_paradete/paradete0035.jpg	
2022-07-28 14:27:47.775413	27.504539728164673	(52742.0, 35.923975, 139.913615, 12.9, 39.2)	1	11.24609375	33.125	/home/cansat2022/CANSAT2022/photo_paradete/paradete0036.jpg	
2022-07-28 14:27:47.775413	27.504539728164673	(52742.0, 35.923975, 139.913615, 12.9, 39.2)	1	11.24609375	33.125	/home/cansat2022/CANSAT2022/photo_paradete/paradete0036.jpg	
2022-07-28 14:27:50.096743	29.82586693763733	(52748.0, 35.923977, 139.913615, 12.9, 39.2)	0	100	100	/home/cansat2022/CANSAT2022/photo_paradete/paradete0037.jpg	
2022-07-28 14:27:50.096743	29.82586693763733	(52748.0, 35.923977, 139.913615, 12.9, 39.2)	0	100	100	/home/cansat2022/CANSAT2022/photo_paradete/paradete0037.jpg	
2022-07-28 14:27:56.425467	36.154592752456665	(52749.0, 35.923977, 139.913615, 12.9, 39.2)	0	100	100	/home/cansat2022/CANSAT2022/photo_paradete/paradete0038.jpg	
2022-07-28 14:27:56.425467	36.154592752456665	(52749.0, 35.923977, 139.913615, 12.9, 39.2)	0	100	100	/home/cansat2022/CANSAT2022/photo_paradete/paradete0038.jpg	
2022-07-28 14:28:02.735449	42.46472239494324	(52752.0, 35.923975, 139.913615, 12.9, 39.2)	0	100	100	/home/cansat2022/CANSAT2022/photo_paradete/paradete0039.jpg	
2022-07-28 14:28:02.735449	42.46472239494324	(52752.0, 35.923975, 139.913615, 12.9, 39.2)	0	100	100	/home/cansat2022/CANSAT2022/photo_paradete/paradete0039.jpg	
