2022-07-22 15:31:12.127330	0.5666217803955078	27.9576	995.9257	56.0826	150.0351	0	2	
2022-07-22 15:31:12.127330	0.5666217803955078	27.9576	995.9257	56.0826	150.0351	0	2	
2022-07-22 15:31:13.167778	1.607079029083252	27.9424	995.9016	56.0643	150.2409	0	0	
2022-07-22 15:31:13.167778	1.607079029083252	27.9424	995.9016	56.0643	150.2409	0	0	
2022-07-22 15:31:14.197845	2.6371495723724365	27.9475	995.9901	56.1357	149.4579	0	0	
2022-07-22 15:31:14.197845	2.6371495723724365	27.9475	995.9901	56.1357	149.4579	0	0	
2022-07-22 15:31:14.697283	3.1365749835968018	27.9373	995.9473	56.2125	149.8333	0	2	
2022-07-22 15:31:14.697283	3.1365749835968018	27.9373	995.9473	56.2125	149.8333	0	2	
2022-07-22 15:31:14.887681	3.3271610736846924	27.9373	995.9473	56.2125	149.8333	0	2	
2022-07-22 15:31:14.887681	3.3271610736846924	27.9373	995.9473	56.2125	149.8333	0	2	
2022-07-22 15:31:15.197391	3.636692762374878	27.9373	995.9473	56.2125	149.8333	0	2	
2022-07-22 15:31:15.197391	3.636692762374878	27.9373	995.9473	56.2125	149.8333	0	2	
2022-07-22 15:31:15.397534	3.8368351459503174	27.9373	995.9473	56.2125	149.8333	0	2	
2022-07-22 15:31:15.397534	3.8368351459503174	27.9373	995.9473	56.2125	149.8333	0	2	
2022-07-22 15:31:15.547945	3.987539052963257	27.9373	995.9473	56.2125	149.8333	0	2	
2022-07-22 15:31:15.547945	3.987539052963257	27.9373	995.9473	56.2125	149.8333	0	2	
2022-07-22 15:31:15.717535	4.156826972961426	27.9373	995.9204	56.355	150.0714	0	2	
2022-07-22 15:31:15.717535	4.156826972961426	27.9373	995.9204	56.355	150.0714	0	2	
